1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) Incumbent Indicator,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"GE RUNOFF ELECTION VOTES (GA, GU, LA)","GE RUNOFF ELECTION % (GA, GU, LA)","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES
3133,SD,South Dakota,00,H0SD00088,,,,"Luallin, Randy ""Uriah""",,LIB,*,,,,75748,19.0449850653204%,,,,,*,,"* The Libertarian Party nominated by convention on May 9, 2020.  Convention nominee is noted with an asterisk."
3134,SD,South Dakota,00,n/a,,,,,District Votes:,,93275,,,,397732,,,,,,,,
3135,SD,South Dakota,H,n/a,,,,,Total State Votes:,,93275,,,,397732,,,,,,,,
3136,,,,n/a,,,,,,,,,,,,,,,,,,,
3137,TN,Tennessee,01,H0TN01118,,Diana,Harshbarger,"Harshbarger, Diana",,R,18074,19.174013133467%,,,228181,74.7098286638531%,,,,,W,W,
3138,TN,Tennessee,01,H0TN01134,,Timothy,Hill,"Hill, Timothy",,R,15731,16.6884143301189%,,,,,,,,,,,
3139,TN,Tennessee,01,H0TN01084,,Rusty,Crowe,"Crowe, Rusty",,R,15179,16.1028187093557%,,,,,,,,,,,
3140,TN,Tennessee,01,H0TN01142,,Joshua,Gapp,"Gapp, Joshua",,R,13379,14.1932677720845%,,,,,,,,,,,
3141,TN,Tennessee,01,H0TN01100,,Steve,Darden,"Darden, Steve",,R,11647,12.3558554257768%,,,,,,,,,,,
3142,TN,Tennessee,01,H0TN01076 ,,John,Clark,"Clark, John",,R,8826,9.36316476242004%,,,,,,,,,,,
3143,TN,Tennessee,01,H0TN01159,,David B. ,Hawk,"Hawk, David B. ",,R,4717,5.0040843172825%,,,,,,,,,,,
3144,TN,Tennessee,01,H0TN01225,,Nichole,Williams,"Williams, Nichole",,R,2803,2.97359515398407%,,,,,,,,,,,
3145,TN,Tennessee,01,H0TN01183,,Jay,Adkins,"Adkins, Jay",,R,1635,1.73450876802139%,,,,,,,,,,,
3146,TN,Tennessee,01,H0TN01175,,Carter M.,Quillen,"Quillen, Carter M.",,R,853,0.90491497194021%,,,,,,,,,,,
3147,TN,Tennessee,01,"H0TN01191
",,Richard,Baker,"Baker, Richard",,R,298,0.316136766281574%,,,,,,,,,,,
3148,TN,Tennessee,01,H0TN01167,,Chad,Fleenor,"Fleenor, Chad",,R,282,0.299162980172496%,,,,,,,,,,,
3149,TN,Tennessee,01,H0TN01126,,Phil,Arlinghaus,"Arlinghaus, Phil",,R,274,0.290676087117957%,,,,,,,,,,,
3150,TN,Tennessee,01,H4TN01144,,Robert D. ,Franklin,"Franklin, Robert D. ",,R,229,0.242937313686176%,,,,,,,,,,,
3151,TN,Tennessee,01,H0TN01217,,Chuck,Miller,"Miller, Chuck",,R,189,0.200502848413481%,,,,,,,,,,,
3152,TN,Tennessee,01,H0TN01209,,Chance L.,Cansler,"Cansler, Chance L.",,R,147,0.155946659877152%,,,,,,,,,,,
3153,TN,Tennessee,01,n/a,,,,,Party Votes:,R,94263,,,,,,,,,,,,
3154,TN,Tennessee,01,H0TN01092,,Blair,Walsingham,"Walsingham, Blair",,D,6076,52.7430555555556%,,,68617,22.4662189815436%,,,,,W,,
3155,TN,Tennessee,01,H0TN01043,,Chris,Rowe,"Rowe, Chris",,D,3869,33.5850694444444%,,,,,,,,,,,
3156,TN,Tennessee,01,H0TN01050,,Larry J.,Smith,"Smith, Larry J.",,D,1572,13.6458333333333%,,,,,,,,,,,
3157,TN,Tennessee,01,n/a,,Anthony,Rock,"Rock, Anthony",,W(D),3,0.0260416666666667%,,,,,,,,,,,
3158,TN,Tennessee,01,n/a,,,,,Party Votes:,D,11520,,,,,,,,,,,,
3159,TN,Tennessee,01,H0TN01241,,Steve,Holder,"Holder, Steve",,IND,,,,,8621,2.82264269554028%,,,,,,,
3160,TN,Tennessee,01,n/a,,Josh,Berger,"Berger, Josh",,W,,,,,4,0.00130965906300442%,,,,,,,
3161,TN,Tennessee,01,n/a,,,,,District Votes:,,105783,,,,305423,,,,,,,,
3162,TN,Tennessee,02,H8TN02119,(I),Tim ,Burchett,"Burchett, Tim ",,R,78990,100%,,,238907,67.64128800641%,,,,,W,W,
3163,TN,Tennessee,02,n/a,,,,,Party Votes:,R,78990,,,,,,,,,,,,
3164,TN,Tennessee,02,H8TN02176,,Renee,Hoyos,"Hoyos, Renee",,D,30287,87.1167232353449%,,,109684,31.0546239067716%,,,,,W,,
3165,TN,Tennessee,02,H0TN02090 ,,Chance C.,Brown,"Brown, Chance C.",,D,4479,12.8832767646551%,,,,,,,,,,,
3166,TN,Tennessee,02,n/a,,,,,Party Votes:,D,34766,,,,,,,,,,,,
3167,TN,Tennessee,02,H0TN02108,,Matthew L.,Campbell,"Campbell, Matthew L.",,IND,,,,,4592,1.30012429324145%,,,,,,,
3168,TN,Tennessee,02,n/a,,"Ronald, Jr.",Cornell,"Cornell, Ronald, Jr.",,W,,,,,7,0.00198189678847782%,,,,,,,
3169,TN,Tennessee,02,n/a,,David,Dockery,"Dockery, David",,W,,,,,7,0.00198189678847782%,,,,,,,
3170,TN,Tennessee,02,n/a,,,,,District Votes:,,113756,,,,353197,,,,,,,,
3171,TN,Tennessee,03,H0TN03254,(I),Chuck,Fleischmann,"Fleischmann, Chuck",,R,69890,100%,,,215571,67.3030512115242%,,,,,W,W,
3172,TN,Tennessee,03,n/a,,,,,Party Votes:,R,69890,,,,,,,,,,,,
3173,TN,Tennessee,03,H0TN03452,,Meg,Gorman,"Gorman, Meg",,D,28578,100%,,,97687,30.4986902862638%,,,,,W,,
3174,TN,Tennessee,03,n/a,,,,,Party Votes:,D,28578,,,,,,,,,,,,
3175,TN,Tennessee,03,H0TN03460,,Amber L.,Hysell,"Hysell, Amber L.",,IND,,,,,5043,1.57446635799675%,,,,,,,
3176,TN,Tennessee,03,H0TN03478,,Keith Douglas,Sweitzer,"Sweitzer, Keith Douglas",,IND,,,,,1990,0.621294477972145%,,,,,,,
3177,TN,Tennessee,03,n/a,,Scott D.,James,"James, Scott D.",,W,,,,,8,0.0024976662431041%,,,,,,,
3178,TN,Tennessee,03,n/a,,,,,District Votes:,,98468,,,,320299,,,,,,,,
3179,TN,Tennessee,04,H0TN04195,(I),Scott,DesJarlais,"DesJarlais, Scott",,R,55194,71.05486753006%,,,223802,66.6652765779989%,,,,,W,W,
3180,TN,Tennessee,04,H0TN04278,,Doug,Meyer,"Meyer, Doug",,R,14184,18.2599963953758%,,,,,,,,,,,
3181,TN,Tennessee,04,"H0TN04294
",,Randy A. ,Sharp,"Sharp, Randy A. ",,R,8298,10.68256134298%,,,,,,,,,,,
3182,TN,Tennessee,04,n/a,,Andrew,Kingsolver,"Kingsolver, Andrew",,R,2,0.00257473158423234%,,,,,,,,,,,
3183,TN,Tennessee,04,n/a,,,,,Party Votes:,R,77678,,,,,,,,,,,,
3184,TN,Tennessee,04,H8TN04107,,Christopher J.,Hale,"Hale, Christopher J.",,D,16152,58.9467537681106%,,,111908,33.3347234220011%,,,,,W,,
3185,TN,Tennessee,04,H0TN04286 ,,Noelle,Bivens,"Bivens, Noelle",,D,11249,41.0532462318894%,,,,,,,,,,,
3186,TN,Tennessee,04,n/a,,,,,Party Votes:,D,27401,,,,,,,,,,,,
3187,TN,Tennessee,04,n/a,,,,,District Votes:,,105079,,,,335710,,,,,,,,
3188,TN,Tennessee,05,H2TN05131,(I),Jim,Cooper,"Cooper, Jim",,D,50752,57.0856532253529%,,,252155,99.9944481676971%,,,,,W,W,
3189,TN,Tennessee,05,H0TN05382,,Keeda J. ,Haynes,"Haynes, Keeda J. ",,D,35472,39.8987683482369%,,,,,,,,,,,
3190,TN,Tennessee,05,H0TN05317,,Joshua,Rawlings,"Rawlings, Joshua",,D,2681,3.01557842641021%,,,,,,,,,,,
3191,TN,Tennessee,05,n/a,,,,,Party Votes:,D,88905,,,,,,,,,,,,
3192,TN,Tennessee,05,n/a,,Natisha,Brooks,"Brooks, Natisha",,W,,,,,13,0.00515527285272972%,,,,,,,
3193,TN,Tennessee,05,n/a,,Trevor Killian,Murphy,"Murphy, Trevor Killian",,W,,,,,1,0.000396559450209978%,,,,,,,
3194,TN,Tennessee,05,n/a,,Alan,Sharp,"Sharp, Alan",,W(R),27,100%,,,,,,,,,,,
3195,TN,Tennessee,05,n/a,,,,,Party Votes:,R,27,,,,,,,,,,,,
3196,TN,Tennessee,05,n/a,,,,,District Votes:,,88932,,,,252169,,,,,,,,
3197,TN,Tennessee,06,H8TN06094,(I),John,Rose,"Rose, John",,R,78340,100%,,,257572,73.680838039007%,,,,,W,W,
3198,TN,Tennessee,06,n/a,,,,,Party Votes:,R,78340,,,,,,,,,,,,
3199,TN,Tennessee,06,H8TN06169,,Christopher Martin,Finley,"Finley, Christopher Martin",,D,21375,100%,,,83852,23.9866353145793%,,,,,W,,
3200,TN,Tennessee,06,n/a,,,,,Party Votes:,D,21375,,,,,,,,,,,,
3201,TN,Tennessee,06,H8TN06078 ,,Christopher B. ,Monday,"Monday, Christopher B. ",,IND,,,,,8154,2.33252664641368%,,,,,,,
3202,TN,Tennessee,06,n/a,,,,,District Votes:,,99715,,,,349578,,,,,,,,
3203,TN,Tennessee,07,H0TN07255,(I),Mark E.,Green,"Green, Mark E.",,R,73540,100%,,,245188,69.926847006146%,,,,,W,W,
3204,TN,Tennessee,07,n/a,,,,,Party Votes:,R,73540,,,,,,,,,,,,
3205,TN,Tennessee,07,H0TN07255,,Kiran,Sreepada,"Sreepada, Kiran",,D,23390,100%,,,95839,27.3329815905429%,,,,,W,,
3206,TN,Tennessee,07,n/a,,,,,Party Votes:,D,23390,,,,,,,,,,,,
3207,TN,Tennessee,07,H0TN07271,,Ronald,Brown,"Brown, Ronald",,IND,,,,,7603,2.16835170476421%,,,,,,,
3208,TN,Tennessee,07,H0TN07263,,"Scott Anthony, Jr.",Vieira,"Vieira, Scott Anthony, Jr.",,IND,,,,,2005,0.571819698546922%,,,,,,,
3209,TN,Tennessee,07,n/a,,,,,District Votes:,,96930,,,,350635,,,,,,,,
3210,TN,Tennessee,08,H2TN07103,(I),David,Kustoff,"Kustoff, David",,R,70677,100%,,,227216,68.4688702527927%,,,,,W,W,
3211,TN,Tennessee,08,n/a,,,,,Party Votes:,R,70677,,,,,,,,,,,,
3212,TN,Tennessee,08,H6TN08250 ,,Erika Stotts,Pearson,"Pearson, Erika Stotts",,D,14510,51.1419709572818%,,,97890,29.4980006207568%,,,,,W,,
3213,TN,Tennessee,08,H0TN08352,,Savannah,Williamson,"Williamson, Savannah",,D,5788,20.4003947553926%,,,,,,,,,,,
3214,TN,Tennessee,08,H4TN08065,,Lawrence A.,Pivnick,"Pivnick, Lawrence A.",,D,4685,16.5127590582264%,,,,,,,,,,,
3215,TN,Tennessee,08,"H0TN08345
",,Hollis W. ,Skinner,"Skinner, Hollis W. ",,D,3389,11.9448752290991%,,,,,,,,,,,
3216,TN,Tennessee,08,n/a,,,,,Party Votes:,D,28372,,,,,,,,,,,,
3217,TN,Tennessee,08,H2TN08077,,James,Hart,"Hart, James",,IND,,,,,3763,1.13393580892745%,,,,,,,
3218,TN,Tennessee,08,H0TN08360,,Jon,Dillard,"Dillard, Jon",,IND,,,,,2984,0.89919331752312%,,,,,,,
3219,TN,Tennessee,08,n/a,,,,,District Votes:,,99049,,,,331853,,,,,,,,
3220,TN,Tennessee,09,H6TN09068,(I),Steve,Cohen,"Cohen, Steve",,D,56312,84.0176653139174%,,,187905,77.3653656126482%,,,,,W,W,
3221,TN,Tennessee,09,H0TN09129,,Corey O. ,Strong,"Strong, Corey O. ",,D,9944,14.8364764860349%,,,,,,,,,,,
3222,TN,Tennessee,09,H8TN09122,,Leo,Awgowhat,"Awgowhat, Leo",,D,768,1.14585820004774%,,,,,,,,,,,
3223,TN,Tennessee,09,n/a,,,,,Party Votes:,D,67024,,,,,,,,,,,,
3224,TN,Tennessee,09,H8TN09114,,Charlotte,Bergmann,"Bergmann, Charlotte",,R,12160,100%,,,48818,20.0996376811594%,,,,,W,,
3225,TN,Tennessee,09,n/a,,,,,Party Votes:,R,12160,,,,,,,,,,,,
3226,TN,Tennessee,09,H0TN09111,,Dennis,Clark,"Clark, Dennis",,IND,,,,,3962,1.6312582345191%,,,,,,,
3227,TN,Tennessee,09,H0TN09103,,Bobby,Lyons,"Lyons, Bobby",,IND,,,,,2192,0.902503293807642%,,,,,,,
3228,TN,Tennessee,09,n/a,,Charles,Shappley,"Shappley, Charles",,W,,,,,3,0.00123517786561265%,,,,,,,
3229,TN,Tennessee,09,n/a,,,,,District Votes:,,79184,,,,242880,,,,,,,,
3230,TN,Tennessee,H,n/a,,,,,Total State Votes:,,886896,,,,2841744,,,,,,,,
3231,,,,n/a,,,,,,,,,,,,,,,,,,,
3232,TX,Texas,01,H4TX04039,(I),Louie ,Gohmert,"Gohmert, Louie ",,R,83887,89.6745985932055%,,,219726,72.5786313098282%,,,,,W,W,
3233,TX,Texas,01,H0TX01124,,Johnathan Kyle ,Davidson,"Davidson, Johnathan Kyle ",,R,9659,10.3254014067945%,,,,,,,,,,,
3234,TX,Texas,01,n/a,,,,,Party Votes:,R,93546,,,,,,,,,,,,
3235,TX,Texas,01,H0TX01108,,Hank ,Gilbert,"Gilbert, Hank ",,D,25037,100%,,,83016,27.4213686901718%,,,,,W,,
3236,TX,Texas,01,n/a,,,,,Party Votes:,D,25037,,,,,,,,,,,,
3237,TX,Texas,01,n/a,,,,,District Votes:,,118583,,,,302742,,,,,,,,
3238,TX,Texas,02,H8TX02166 ,(I),Dan ,Crenshaw,"Crenshaw, Dan ",,R,48693,100%,,,192828,55.6139429982176%,,,,,W,W,
3239,TX,Texas,02,n/a,,,,,Party Votes:,R,48693,,,,,,,,,,,,
3240,TX,Texas,02,H0TX02106,,Sima ,Ladjevardian,"Ladjevardian, Sima ",,D,26536,47.6443550703821%,,,148374,42.7928681437216%,,,,,W,,
3241,TX,Texas,02,H0TX02080,,Elisa ,Cardnell,"Cardnell, Elisa ",,D,17279,31.0237719046251%,,,,,,,,,,,
3242,TX,Texas,02,H0TX02098,,Travis ,Olsen,"Olsen, Travis ",,D,11881,21.3318730249928%,,,,,,,,,,,
3243,TX,Texas,02,n/a,,,,,Party Votes:,D,55696,,,,,,,,,,,,
3244,TX,Texas,02,H0TX02114,,Elliott Robert,Scheirman,"Scheirman, Elliott Robert",,LIB,*,,,,5524,1.59318885806083%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3245,TX,Texas,02,n/a,,Laura,Antoniou,"Antoniou, Laura",,LIB,,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3246,TX,Texas,02,n/a,,Carol,Unsicker,"Unsicker, Carol",,LIB,,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3247,TX,Texas,02,n/a,,,,,District Votes:,,104389,,,,346726,,,,,,,,
3248,TX,Texas,03,H8TX03123,(I),Van,Taylor,"Taylor, Van",,R,53938,100%,,,230512,55.0685514022041%,,,,,W,W,
3249,TX,Texas,03,n/a,,,,,Party Votes:,R,53938,,,,,,,,,,,,
3250,TX,Texas,03,H0TX03120,,Lulu ,Seikaly,"Seikaly, Lulu ",,D,28250,44.5450101704537%,20617,60.716809989398%,179458,42.8719203231794%,,,,,W,,
3251,TX,Texas,03,H0TX03112,,Sean ,McCaffity,"McCaffity, Sean ",,D,27736,43.7345275075293%,13339,39.283190010602%,,,,,,,,,
3252,TX,Texas,03,H0TX03096,,Tanner ,Do,"Do, Tanner ",,D,7433,11.7204623220171%,,,,,,,,,,,
3253,TX,Texas,03,n/a,,,,,Party Votes:,D,63419,,33956,,,,,,,,,,
3254,TX,Texas,03,H2TX27117,,Christopher J.,Claytor,"Claytor, Christopher J.",,LIB,*,,,,8621,2.05952827461651%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3255,TX,Texas,03,n/a,,,,,District Votes:,,117357,,33956,,418591,,,,,,,,
3256,TX,Texas,04,H0TX04219,,Pat,Fallon,"Fallon, Pat #",,R,#,,,,253837,75.1435007978023%,,,,,W,W,"# John Ratcliffe resigned from Congress on May 22, 2020, and was declared ineligible as a general election candidate.  On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  "
3257,TX,Texas,04,H4TX04153,(I),John ,Ratcliffe,"Ratcliffe, John #",,R,92373,100%,,,,,,,,,,,"# John Ratcliffe resigned from Congress on May 22, 2020, and was declared ineligible as a general election candidate.  On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  "
3258,TX,Texas,04,n/a,,,,,Party Votes:,R,92373,,,,,,,,,,,,"# John Ratcliffe resigned from Congress on May 22, 2020, and was declared ineligible as a general election candidate.  On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  "
3259,TX,Texas,04,H0TX04151,,Russell ,Foster,"Foster, Russell ",,D,24970,100%,,,76326,22.5948259784549%,,,,,W,,
3260,TX,Texas,04,n/a,,,,,Party Votes:,D,24970,,,,,,,,,,,,
3261,TX,Texas,04,H0TX04250,,Lou,Antonelli,"Antonelli, Lou",,LIB,*,,,,6334,1.87505735591454%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3262,TX,Texas,04,H0TX04243,,Tracy,Jones,"Jones, Tracy",,W,,,,,1306,0.38661586782829%,,,,,,,
3263,TX,Texas,04,n/a,,,,,District Votes:,,117343,,,,337803,,,,,,,,
3264,TX,Texas,04,n/a,,,,,,,,,,,,,,,,,,,
3265,TX,Texas,04,H0TX04219,,Patrick,Fallon,"Fallon, Patrick  #",,R,82,56.551724137931%,,,,,,,,,W#,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3266,TX,Texas,04,H0TX04177,,Jason,Ross,"Ross, Jason",,R,34,23.448275862069%,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3267,TX,Texas,04,H0TX04193,,Travis,Ransom,"Ransom, Travis",,R,16,11.0344827586207%,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3268,TX,Texas,04,n/a,,Rodney,Adams,"Adams, Rodney",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3269,TX,Texas,04,n/a,,Casey,Campbell,"Campbell, Casey",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3270,TX,Texas,04,n/a,,Steve,Gorman,"Gorman, Steve",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3271,TX,Texas,04,H0TX04201,,Philip Aaron,Harris,"Harris, Philip Aaron",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3272,TX,Texas,04,H0TX04185,,Trace,Johannesen,"Johannesen, Trace",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3273,TX,Texas,04,n/a,,Jim,Pruitt,"Pruitt, Jim",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3274,TX,Texas,04,n/a,,Zach,Rateliff,"Rateliff, Zach",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3275,TX,Texas,04,n/a,,Robert,West,"West, Robert",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3276,TX,Texas,04,H0TX04235,,Robert,Worthen,"Worthen, Robert",,R,,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3277,TX,Texas,04,n/a,,,,,Party Caucus Votes:,R,145,,,,,,,,,,,,"# On August 8, 2020, the party held a caucus to select a nominee to replace Rep. John Ratcliffe on the general election ballot.  12 candidates were nominated from the floor to be voted upon at the August 8, 2020, caucus.  There was 1 round of balloting, with 145 total ballots cast.  The totals shown above are for the top three vote-getters.  The caucus votes are not included in the District and State Vote totals."
3278,TX,Texas,04,n/a,,,,,,,,,,,,,,,,,,,
3279,TX,Texas,05,H8TX05144,(I),Lance,Gooden,"Gooden, Lance",,R,57253,83.4287795992714%,,,173836,61.9928462660433%,,,,,W,W,
3280,TX,Texas,05,H0TX05117,,Don ,Hill,"Hill, Don ",,R,11372,16.5712204007286%,,,,,,,,,,,
3281,TX,Texas,05,n/a,,,,,Party Votes:,R,68625,,,,,,,,,,,,
3282,TX,Texas,05,H0TX05109,,Carolyn ,Salter,"Salter, Carolyn ",,D,34641,100%,,,100743,35.9266510468488%,,,,,W,,
3283,TX,Texas,05,n/a,,,,,Party Votes:,D,34641,,,,,,,,,,,,
3284,TX,Texas,05,H0TX05125,,Kevin A.,Hale,"Hale, Kevin A.",,LIB,*,,,,5834,2.08050268710794%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3285,TX,Texas,05,n/a,,,,,District Votes:,,103266,,,,280413,,,,,,,,
3286,TX,Texas,06,H8TX06233,(I),Ron ,Wright,"Wright, Ron ",,R,55759,100%,,,179507,52.7974187627944%,,,,,W,W,
3287,TX,Texas,06,n/a,,,,,Party Votes:,R,55759,,,,,,,,,,,,
3288,TX,Texas,06,H0TX06099,,Stephen ,Daniel,"Daniel, Stephen ",,D,47996,100%,,,149530,43.9804465987435%,,,,,W,,
3289,TX,Texas,06,n/a,,,,,Party Votes:,D,47996,,,,,,,,,,,,
3290,TX,Texas,06,H0TX06123,,Melanie A.,Black,"Black, Melanie A.",,LIB,*,,,,10955,3.22213463846208%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3291,TX,Texas,06,n/a,,,,,District Votes:,,103755,,,,339992,,,,,,,,
3292,TX,Texas,07,H8TX07140,(I),Lizzie ,Fletcher,"Fletcher, Lizzie ",,D,55243,100%,,,159529,50.7851969757262%,,,,,W,W,
3293,TX,Texas,07,n/a,,,,,Party Votes:,D,55243,,,,,,,,,,,,
3294,TX,Texas,07,H0TX07170,,Wesley ,Hunt,"Hunt, Wesley ",,R,28060,61.0039785203383%,,,149054,47.4505372065261%,,,,,W,,
3295,TX,Texas,07,H0TX07188,,Cindy ,Siegel,"Siegel, Cindy ",,R,12497,27.1691632062961%,,,,,,,,,,,
3296,TX,Texas,07,H0TX07204,,Maria ,Espinoza,"Espinoza, Maria ",,R,2716,5.90473291736418%,,,,,,,,,,,
3297,TX,Texas,07,H0TX07246,,Kyle,Preston,"Preston, Kyle",,R,1363,2.9632367328304%,,,,,,,,,,,
3298,TX,Texas,07,H0TX07196,,Jim ,Noteware,"Noteware, Jim ",,R,937,2.03708937539405%,,,,,,,,,,,
3299,TX,Texas,07,H0TX07220,,Laique ,Rehman,"Rehman, Laique ",,R,424,0.921799247777029%,,,,,,,,,,,
3300,TX,Texas,07,n/a,,,,,Party Votes:,R,45997,,,,,,,,,,,,
